element,id,web_name,name,first_name,second_name,position,team,team_name,team_short,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,now_cost,price_m,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_next_round,chance_of_playing_this_round,birth_date,can_select,can_transact,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event_fall,cost_change_start_fall,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,expected_goals_per_90,form,form_rank,form_rank_type,goals_conceded_per_90,has_temporary_code,ict_index_rank,ict_index_rank_type,in_dreamteam,influence_rank,influence_rank_type,news,news_added,now_cost_rank,now_cost_rank_type,opta_code,penalties_order,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,recoveries,region,removed,saves_per_90,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,tackles,team_code,team_join_date,threat_rank,threat_rank_type,transfers_in,transfers_out,value_form,value_season
683,683,Alderete,Omar Alderete,Omar,Alderete,DEF,17,Sunderland,SUN,37,4,0,1,0,0,0,0,0,0,0,0,0,16,30.0,14.4,0.0,4.4,0.0,0.12,0.12,0.23,40,4.0,0,0,31810,10524,1.3,a,,,1996-12-26,True,True,0.0,4,201895,,,0,0,74,20,5,12.16,,,0,2,1.0,0.5,4,0.29,0.29,0.56,0.0,4.0,79,36,0.0,False,73,17,False,35,12,,,597,159,p201895,,,201895.jpg,4.0,79,36,1,168.0,False,0.0,165,62,False,,0,0.0,1,56,2025-08-12,229,70,31810,10524,1.0,1.0
694,694,Mukiele,Nordi Mukiele,Nordi,Mukiele,DEF,17,Sunderland,SUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,11723,2006,0.3,a,,,1997-11-01,True,True,0.0,0,200834,,,0,0,293,106,0,0.0,,,0,2,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0,307,96,0.0,False,315,109,False,297,107,,,596,158,p200834,,,200834.jpg,0.0,307,96,0,73.0,False,0.0,325,117,False,,0,0.0,0,56,2025-08-17,228,69,11723,2006,0.0,0.0
565,565,Vicario,Guglielmo Vicario,Guglielmo,Vicario,GKP,18,Spurs,TOT,90,9,0,0,1,0,0,0,0,0,0,4,2,36,30.0,0.0,0.0,3.0,0.0,0.0,0.0,0.94,50,5.0,0,0,32928,45988,4.3,a,,,1996-10-07,True,True,1.0,1,184254,,,0,0,556,72,0,0.0,,,0,1,2.6,3.6,9,0.0,0.0,0.94,0.0,9.0,17,3,0.0,False,117,5,False,37,4,,,251,11,p184254,,,184254.jpg,9.0,17,3,7,106.0,False,4.0,78,10,False,,1,1.0,0,6,2023-07-01,526,72,32928,45988,1.8,1.8
566,566,Austin,Brandon Austin,Brandon,Austin,GKP,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,679,1727,0.3,a,,,1999-01-08,True,True,0.0,0,214572,,,0,0,296,20,0,0.0,,,0,1,0.5,1.5,0,0.0,0.0,0.0,0.0,0.0,310,37,0.0,False,318,38,False,300,38,,,601,54,p214572,,,214572.jpg,0.0,310,37,0,241.0,False,0.0,316,47,False,,0,0.0,0,6,2017-07-22,233,19,679,1727,0.0,0.0
567,567,Kinsky,Antonín Kinský,Antonín,Kinský,GKP,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,3029,11534,2.0,a,,,2003-03-13,True,True,0.0,0,485055,,,0,0,332,36,0,0.0,,,0,1,0.5,1.5,0,0.0,0.0,0.0,0.0,0.0,346,53,0.0,False,353,54,False,335,54,,,643,70,p485055,,,485055.jpg,0.0,346,53,0,57.0,False,0.0,125,17,False,,0,0.0,0,6,2025-01-05,272,35,3029,11534,0.0,0.0
568,568,Pedro Porro,Pedro Porro Sauceda,Pedro,Porro Sauceda,DEF,18,Spurs,TOT,90,6,0,0,1,0,0,0,0,0,0,0,0,26,21.2,42.8,1.0,6.5,0.02,0.26,0.28,0.94,55,5.5,0,0,112311,130736,21.9,a,,,1999-09-13,True,True,1.0,2,441164,1.0,,0,0,11,2,4,4.0,2.0,,0,2,2.8,3.8,6,0.26,0.28,0.94,0.02,6.0,59,32,0.0,False,32,6,False,72,25,,,171,22,p441164,,,441164.jpg,6.0,59,32,4,200.0,False,0.0,16,5,False,,1,1.0,2,6,2023-07-01,200,59,112311,130736,1.1,1.1
569,569,Romero,Cristian Romero,Cristian,Romero,DEF,18,Spurs,TOT,90,6,0,0,1,0,0,0,0,0,0,0,0,22,18.0,1.4,6.0,2.5,0.0,0.02,0.02,0.94,50,5.0,0,0,29546,36071,3.6,a,,,1998-04-27,True,True,1.0,5,221632,,,0,0,181,56,5,5.0,,,0,2,2.1,3.1,6,0.02,0.02,0.94,0.0,6.0,52,28,0.0,False,144,48,False,85,33,,,276,44,p221632,,,221632.jpg,6.0,52,28,3,10.0,False,0.0,89,34,False,,1,1.0,0,6,2022-08-30,110,25,29546,36071,1.2,1.2
570,570,Danso,Kevin Danso,Kevin,Danso,DEF,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,791,4591,0.2,a,,,1998-09-19,True,True,0.0,0,135720,,,0,0,399,176,0,0.0,,,0,2,1.4,2.4,0,0.0,0.0,0.0,0.0,0.0,412,166,0.0,False,419,178,False,401,176,,,387,81,p135720,,,135720.jpg,0.0,412,166,0,14.0,False,0.0,393,149,False,,0,0.0,0,6,2025-07-01,344,149,791,4591,0.0,0.0
571,571,Davies,Ben Davies,Ben,Davies,DEF,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,337,1472,0.1,a,,,1993-04-24,True,True,0.0,0,115556,,,0,0,398,175,0,0.0,,,0,2,1.4,2.4,0,0.0,0.0,0.0,0.0,0.0,411,165,0.0,False,418,177,False,400,175,,,386,80,p115556,,,115556.jpg,0.0,411,165,0,244.0,False,0.0,493,188,False,,0,0.0,0,6,2014-07-23,343,148,337,1472,0.0,0.0
572,572,Dragusin,Radu Drăgușin,Radu,Drăgușin,DEF,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,53,111,0.0,i,0.0,0.0,2002-02-03,True,True,0.0,0,493125,,,0,0,462,199,0,0.0,,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,471,191,0.0,False,474,200,False,457,199,Knee injury - Unknown return date,2025-07-21T10:00:05.088977Z,480,132,p493125,,,493125.jpg,0.0,471,191,0,177.0,False,0.0,683,229,False,,0,0.0,0,6,2024-01-11,417,181,53,111,0.0,0.0
573,573,Spence,Djed Spence,Djed,Spence,DEF,18,Spurs,TOT,90,6,0,0,1,0,0,0,0,0,0,0,0,26,10.0,5.8,22.0,3.8,0.18,0.07,0.25,0.94,45,4.5,0,0,16458,12264,1.3,a,,,2000-08-09,True,True,1.0,3,232859,,,0,0,118,35,3,3.0,,,0,2,1.4,2.4,6,0.07,0.25,0.94,0.18,6.0,45,22,0.0,False,87,24,False,157,68,,,428,110,p232859,,,232859.jpg,6.0,45,22,2,241.0,False,0.0,167,63,False,,1,1.0,0,6,2022-07-19,36,6,16458,12264,1.3,1.3
574,574,Udogie,Destiny Udogie,Destiny,Udogie,DEF,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,318,28783,0.6,i,0.0,0.0,2002-11-28,True,True,0.0,0,487053,,,0,0,452,198,0,0.0,,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,463,190,0.0,False,466,199,False,449,198,Knee injury - Unknown return date,2025-08-10T23:30:07.244451Z,467,128,p487053,,,487053.jpg,0.0,463,190,0,106.0,False,0.0,240,87,False,,0,0.0,0,6,2022-08-16,408,180,318,28783,0.0,0.0
575,575,Van de Ven,Micky van de Ven,Micky,van de Ven,DEF,18,Spurs,TOT,90,6,0,0,1,0,0,0,0,0,0,0,0,27,11.6,1.0,14.0,2.7,0.59,0.01,0.6,0.94,45,4.5,0,0,149495,113855,27.0,a,,,2001-04-19,True,True,1.0,5,491279,,,0,0,205,70,6,6.0,,,0,2,1.4,2.4,6,0.01,0.6,0.94,0.59,6.0,48,25,0.0,False,128,40,False,143,64,,,477,131,p491279,,,491279.jpg,6.0,48,25,4,152.0,False,0.0,9,1,False,,1,1.0,1,6,2023-08-08,65,9,149495,113855,1.3,1.3
576,576,Phillips,Ashley Phillips,Ashley,Phillips,DEF,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,0,680,0.0,u,0.0,0.0,2005-06-26,False,True,0.0,0,548308,,,0,0,356,145,0,0.0,,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,370,135,0.0,False,377,147,False,359,145,Has joined Stoke City on loan for the rest of the season.,2025-07-25T14:55:41.438809Z,670,208,p548308,,,548308.jpg,0.0,370,135,0,241.0,False,0.0,633,217,False,,0,0.0,0,6,2023-08-05,297,114,0,680,0.0,0.0
577,577,Takai,Takai Kōta,Takai,Kōta,DEF,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,104,2170,0.1,d,25.0,25.0,2004-09-04,True,True,0.0,0,553299,,,0,0,361,148,0,0.0,,,0,2,0.1,0.4,0,0.0,0.0,0.0,0.0,0.0,375,138,0.0,False,382,150,False,364,148,Foot injury - 25% chance of playing,2025-08-10T23:30:07.262578Z,675,211,p553299,,,553299.jpg,0.0,375,138,0,108.0,False,0.0,488,186,False,,0,0.0,0,6,2025-07-08,302,117,104,2170,0.0,0.0
578,578,Vuskovic,Luka Vušković,Luka,Vušković,DEF,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,3134,11224,1.0,a,,,2007-02-24,True,True,0.0,0,610799,,,0,0,378,162,0,0.0,,,0,2,0.5,1.5,0,0.0,0.0,0.0,0.0,0.0,392,152,0.0,False,399,164,False,381,162,,,693,226,p610799,,,610799.jpg,0.0,392,152,0,97.0,False,0.0,184,71,False,,0,0.0,0,6,2025-06-01,319,131,3134,11224,0.0,0.0
579,579,Son,Son Heung-min,Son,Heung-min,MID,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,8.5,0,0,0,16141,0.2,u,0.0,0.0,1992-07-08,False,True,0.0,0,85971,,,0,0,697,311,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,696,311,0.0,False,697,311,False,697,311,Has joined Los Angeles FC permanently.,2025-08-11T01:22:33.649224Z,10,5,p85971,,,85971.jpg,0.0,696,311,0,114.0,False,0.0,351,119,False,,0,0.0,0,6,2015-08-28,697,311,0,16141,0.0,0.0
580,580,Johnson,Brennan Johnson,Brennan,Johnson,MID,18,Spurs,TOT,79,8,1,0,1,0,0,0,0,0,0,0,0,30,40.4,27.1,20.0,8.8,0.5,0.06,0.56,0.94,70,7.0,0,0,19423,34139,2.9,a,,,2001-05-23,True,True,1.14,1,242898,,,0,0,26,21,3,3.42,,,0,3,1.8,2.8,8,0.07,0.64,1.07,0.57,8.0,32,7,0.0,False,17,12,False,15,7,,,35,22,p242898,,,242898.jpg,8.0,32,7,1,244.0,False,0.0,99,31,False,,1,1.14,1,6,2023-09-01,47,27,19423,34139,1.1,1.1
581,581,Maddison,James Maddison,James,Maddison,MID,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,7.0,0,0,128,11369,0.2,i,0.0,0.0,1996-11-23,True,True,0.0,0,172780,4.0,,0,0,691,306,0,0.0,1.0,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,690,306,0.0,False,691,306,False,687,305,Anterior cruciate ligament - Unknown return date,2025-08-08T13:57:59.638052Z,32,19,p172780,,,172780.jpg,0.0,690,306,0,241.0,False,0.0,349,117,False,,0,0.0,0,6,2023-06-28,691,306,128,11369,0.0,0.0
582,582,Kudus,Mohammed Kudus,Mohammed,Kudus,MID,18,Spurs,TOT,84,10,0,2,1,0,0,0,0,0,0,0,1,35,45.4,74.0,11.0,13.0,0.06,0.58,0.64,0.94,65,6.5,0,0,346149,115003,27.7,a,,,2000-08-02,True,True,1.07,0,460842,2.0,,0,0,1,1,4,4.29,,,1,3,1.7,2.7,10,0.62,0.68,1.01,0.06,10.0,12,4,0.0,False,5,3,True,14,6,,,65,45,p460842,,,460842.jpg,10.0,12,4,3,81.0,False,0.0,8,5,False,,1,1.07,1,6,2025-07-10,75,45,346149,115003,1.5,1.5
583,583,Kulusevski,Dejan Kulusevski,Dejan,Kulusevski,MID,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,6.5,0,0,91,451,0.0,i,0.0,0.0,2000-04-25,True,True,0.0,0,445044,,,0,0,684,301,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,682,300,0.0,False,684,301,False,679,299,Knee injury - Unknown return date,2025-07-21T10:00:05.109205Z,61,42,p445044,,,445044.jpg,0.0,682,300,0,206.0,False,0.0,651,282,False,,0,0.0,0,6,2023-07-01,684,301,91,451,0.0,0.0
584,584,Tel,Mathys Tel,Mathys,Tel,MID,18,Spurs,TOT,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,64,6.4,-1,-1,558,3319,0.1,a,,,2005-04-27,True,True,0.0,0,511499,5.0,,1,1,266,141,0,0.0,4.0,,0,3,1.7,2.7,1,0.0,0.0,0.0,0.0,1.0,266,137,0.0,False,682,300,False,675,297,,,78,55,p511499,4.0,,511499.jpg,1.0,266,137,0,73.0,False,0.0,463,155,False,,0,0.0,0,6,2025-07-01,681,299,558,3319,0.2,0.2
585,585,Bentancur,Rodrigo Bentancur,Rodrigo,Bentancur,MID,18,Spurs,TOT,19,1,0,0,0,0,0,0,0,0,0,0,0,5,4.8,0.8,0.0,0.6,0.0,0.0,0.0,0.04,55,5.5,0,0,765,3513,0.1,a,,,1997-06-25,True,True,0.0,1,202993,,,0,0,215,121,3,14.21,,,0,3,1.5,2.5,1,0.0,0.0,0.19,0.0,1.0,241,121,0.0,False,252,120,False,204,85,,,142,92,p202993,,,202993.jpg,1.0,241,121,1,230.0,False,0.0,432,140,False,,0,0.0,1,6,2022-01-31,624,266,765,3513,0.2,0.2
586,586,Bergvall,Lucas Bergvall,Lucas,Bergvall,MID,18,Spurs,TOT,79,3,0,0,1,0,0,0,0,0,0,0,0,13,10.4,3.3,33.0,4.7,0.12,0.01,0.13,0.94,55,5.5,0,0,964,2081,0.2,a,,,2006-02-02,True,True,1.14,1,570526,,,0,0,138,85,4,4.56,,,0,3,1.5,2.5,3,0.01,0.15,1.07,0.14,3.0,109,48,0.0,False,66,37,False,155,56,,,204,130,p570526,,,570526.jpg,3.0,109,48,1,206.0,False,0.0,421,138,False,,1,1.14,2,6,2024-07-01,18,7,964,2081,0.5,0.5
587,587,Bissouma,Yves Bissouma,Yves,Bissouma,MID,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,5.4,-1,-1,614,3405,0.1,a,,,1996-08-30,True,True,0.0,0,227127,,,1,1,625,268,0,0.0,,,0,3,1.5,2.5,0,0.0,0.0,0.0,0.0,0.0,628,268,0.0,False,630,267,False,620,263,,,214,136,p227127,,,227127.jpg,0.0,628,268,0,132.0,False,0.0,452,149,False,,0,0.0,0,6,2022-06-17,605,255,614,3405,0.0,0.0
588,588,Odobert,Wilson Odobert,Wilson,Odobert,MID,18,Spurs,TOT,10,1,0,0,0,0,0,0,0,0,0,0,0,4,2.2,10.5,0.0,1.3,0.0,0.01,0.01,0.0,55,5.5,0,0,116,824,0.0,a,,,2004-11-28,True,True,0.0,0,550839,,,0,0,108,70,1,9.0,,,0,3,1.5,2.5,1,0.09,0.09,0.0,0.0,1.0,254,130,0.0,False,221,104,False,244,114,,,202,129,p550839,,,550839.jpg,1.0,254,130,1,73.0,False,0.0,609,252,False,,0,0.0,0,6,2024-08-16,658,285,116,824,0.2,0.2
589,589,Solomon,Manor Solomon,Manor,Solomon,MID,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,5.5,0,0,28,523,0.0,d,25.0,25.0,1999-07-24,True,True,0.0,0,235674,,,0,0,645,278,0,0.0,,,0,3,0.4,0.6,0,0.0,0.0,0.0,0.0,0.0,645,278,0.0,False,648,278,False,638,274,Calf injury - 25% chance of playing,2025-08-10T23:30:07.302045Z,157,101,p235674,,,235674.jpg,0.0,645,278,0,105.0,False,0.0,656,285,False,,0,0.0,0,6,2023-07-11,634,270,28,523,0.0,0.0
590,590,Bryan,Bryan Gil Salvatierra,Bryan,Gil Salvatierra,MID,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,122,831,0.0,a,,,2001-02-11,True,True,0.0,0,436234,,,0,0,583,239,0,0.0,,,0,3,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,587,240,0.0,False,590,239,False,576,233,,,300,186,p436234,,,436234.jpg,0.0,587,240,0,200.0,False,0.0,575,226,False,,0,0.0,0,6,2021-07-26,555,220,122,831,0.0,0.0
591,591,Gray,Archie Gray,Archie,Gray,MID,18,Spurs,TOT,70,3,0,0,1,0,0,0,0,0,0,0,0,13,3.6,3.0,2.0,0.9,0.0,0.05,0.05,0.89,50,5.0,0,0,958,1945,0.1,a,,,2006-03-12,True,True,1.29,2,547701,,,0,0,146,90,8,10.29,,,0,3,1.0,2.0,3,0.06,0.06,1.14,0.0,3.0,102,41,0.0,False,239,113,False,221,97,,,343,216,p547701,,,547701.jpg,3.0,102,41,5,241.0,False,0.0,433,141,False,,1,1.29,1,6,2024-07-02,174,97,958,1945,0.6,0.6
592,592,Moore,Mikey Moore,Mikey,Moore,MID,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,0,327,0.0,u,0.0,0.0,2007-08-11,False,True,0.0,0,499721,,,0,0,600,249,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,604,250,0.0,False,606,249,False,595,244,Has joined Rangers on loan for the rest of the season.,2025-08-11T01:19:38.328172Z,332,206,p499721,,,499721.jpg,0.0,604,250,0,241.0,False,0.0,678,299,False,,0,0.0,0,6,2024-05-01,580,236,0,327,0.0,0.0
593,593,P.M.Sarr,Pape Matar Sarr,Pape Matar,Sarr,MID,18,Spurs,TOT,90,6,0,1,1,0,0,0,0,0,0,0,0,29,33.2,18.7,2.0,5.4,0.0,0.22,0.22,0.94,50,5.0,0,0,38334,34892,2.8,a,,,2002-09-14,True,True,1.0,4,482442,,,0,0,53,38,10,10.0,,,0,3,1.0,2.0,6,0.22,0.22,0.94,0.0,6.0,53,10,0.0,False,45,28,False,26,10,,,320,198,p482442,,,482442.jpg,6.0,53,10,4,189.0,False,0.0,104,33,False,,1,1.0,2,6,2021-08-27,171,94,38334,34892,1.2,1.2
594,594,Min-hyeok,Yang Min-hyeok,Yang,Min-hyeok,MID,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,0,1096,0.0,u,0.0,0.0,2006-04-16,False,True,0.0,0,623095,,,0,0,537,216,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,546,217,0.0,False,548,214,False,531,205,Has joined Portsmouth on loan for the rest of the season.,2025-08-11T01:24:33.782871Z,566,309,p623095,,,623095.jpg,0.0,546,217,0,114.0,False,0.0,623,264,False,,0,0.0,0,6,2025-01-01,496,188,0,1096,0.0,0.0
595,595,Olusesi,Callum Olusesi,Callum,Olusesi,MID,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,1004,2789,0.2,a,,,2007-03-11,True,True,0.0,0,499726,,,0,0,470,173,0,0.0,,,0,3,0.5,1.5,0,0.0,0.0,0.0,0.0,0.0,479,175,0.0,False,481,171,False,464,162,,,490,263,p499726,,,499726.jpg,0.0,479,175,0,241.0,False,0.0,375,125,False,,0,0.0,0,6,2024-11-06,426,145,1004,2789,0.0,0.0
596,596,Solanke,Dominic Solanke-Mitchell,Dominic,Solanke-Mitchell,FWD,18,Spurs,TOT,19,1,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.3,6.0,0.8,0.08,0.0,0.08,0.04,74,7.4,-1,-1,9551,115736,3.7,a,100.0,100.0,1997-09-14,True,True,0.0,1,154566,,,1,1,255,26,2,9.47,,,0,4,1.9,2.9,1,0.0,0.38,0.19,0.38,1.0,276,28,0.0,False,242,23,False,250,20,,2025-08-10T23:30:07.320877Z,29,13,p154566,2.0,,154566.jpg,1.0,276,28,0,241.0,False,0.0,88,16,False,,0,0.0,1,6,2024-08-10,118,25,9551,115736,0.1,0.1
597,597,Richarlison,Richarlison de Andrade,Richarlison,de Andrade,FWD,18,Spurs,TOT,71,13,2,0,1,0,0,0,0,0,0,0,3,61,73.6,0.5,80.0,15.4,0.78,0.01,0.79,0.89,66,6.6,1,1,313019,54698,6.3,a,,,1997-05-10,True,True,1.27,3,212319,,,-1,-1,238,24,5,6.34,,,1,4,1.7,2.7,13,0.01,1.0,1.13,0.99,13.0,4,1,0.0,False,1,1,True,1,1,,,44,15,p212319,3.0,,212319.jpg,13.0,4,1,2,30.0,False,0.0,64,12,False,,1,1.27,0,6,2022-07-01,1,1,313019,54698,2.0,2.0
598,598,Lankshear,Will Lankshear,Will,Lankshear,FWD,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,0,1870,0.1,u,0.0,0.0,2005-04-20,False,True,0.0,0,552427,,,0,0,500,39,0,0.0,,,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,511,43,0.0,False,511,41,False,494,34,Has joined Oxford United on loan for the rest of the season.,2025-08-11T01:18:54.659436Z,525,65,p552427,,,552427.jpg,0.0,511,43,0,241.0,False,0.0,564,68,False,,0,0.0,0,6,2022-12-08,458,41,0,1870,0.0,0.0
599,599,Scarlett,Dane Scarlett,Dane,Scarlett,FWD,18,Spurs,TOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,5789,11107,0.8,a,,,2004-03-24,True,True,0.0,0,490145,,,0,0,456,32,0,0.0,,,0,4,0.5,1.5,0,0.0,0.0,0.0,0.0,0.0,465,36,0.0,False,468,34,False,451,27,,,472,58,p490145,,,490145.jpg,0.0,465,36,0,241.0,False,0.0,200,34,False,,0,0.0,0,6,2020-08-21,411,34,5789,11107,0.0,0.0
673,673,J.Palhinha,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,MID,18,Spurs,TOT,10,1,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.6,0.0,0.1,0.0,0.0,0.0,0.0,55,5.5,0,0,1178,8815,0.3,a,,,1995-07-09,True,True,0.0,0,154296,,,0,0,227,127,0,0.0,,,0,3,1.5,2.5,1,0.0,0.0,0.0,0.0,1.0,238,118,0.0,False,288,139,False,268,129,,,129,84,p154296,,,154296.jpg,1.0,238,118,0,173.0,False,0.0,294,95,False,,0,0.0,0,6,2025-08-03,616,261,1178,8815,0.2,0.2
600,600,Areola,Alphonse Areola,Alphonse,Areola,GKP,19,West Ham,WHU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,5658,67996,4.0,a,,,1993-02-27,True,True,0.0,0,84182,,,0,0,389,51,0,0.0,,,0,1,1.8,2.8,0,0.0,0.0,0.0,0.0,0.0,402,67,0.0,False,409,68,False,391,68,,,372,20,p84182,,,84182.jpg,0.0,402,67,0,73.0,False,0.0,83,12,False,,0,0.0,0,21,2022-07-01,330,50,5658,67996,0.0,0.0
601,601,Foderingham,Wes Foderingham,Wes,Foderingham,GKP,19,West Ham,WHU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,1771,3212,0.6,a,,,1991-01-14,True,True,0.0,0,82143,,,0,0,275,9,0,0.0,,,0,1,0.5,1.5,0,0.0,0.0,0.0,0.0,0.0,289,26,0.0,False,297,27,False,279,27,,,578,43,p82143,,,82143.jpg,0.0,289,26,0,241.0,False,0.0,231,33,False,,0,0.0,0,21,2024-07-01,210,8,1771,3212,0.0,0.0
602,602,Hegyi,Krisztián Hegyi,Krisztián,Hegyi,GKP,19,West Ham,WHU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,415,1266,0.3,a,,,2002-09-24,True,True,0.0,0,483364,,,0,0,331,35,0,0.0,,,0,1,0.5,1.5,0,0.0,0.0,0.0,0.0,0.0,345,52,0.0,False,352,53,False,334,53,,,642,69,p483364,,,483364.jpg,0.0,345,52,0,98.0,False,0.0,322,49,False,,0,0.0,0,21,2022-08-24,271,34,415,1266,0.0,0.0
603,603,Diouf,El Hadji Malick Diouf,El Hadji Malick,Diouf,DEF,19,West Ham,WHU,90,1,0,0,0,3,0,0,0,0,0,0,0,4,10.8,30.7,10.0,5.2,0.16,0.07,0.23,0.68,45,4.5,0,0,9518,74868,6.6,a,,,2004-12-28,True,True,0.0,3,613804,,,0,0,20,4,3,3.0,,,0,2,1.4,2.4,1,0.07,0.23,0.68,0.16,1.0,219,78,3.0,False,50,9,False,149,67,,,564,147,p613804,,,613804.jpg,1.0,219,78,3,189.0,False,0.0,61,22,False,,1,1.0,0,21,2025-07-15,77,12,9518,74868,0.2,0.2
